Plot,Subplot,Date,Year,Month,Exposure,Focus,Openness
JZ,020B,2/19/2020,2020,2,EV-2,MF,0.104197715
JZ,020B,2/19/2020,2020,2,EV0,AF,0.786423896
JZ,020B,2/19/2020,2020,2,EV0,MF,0.464008079
JZ,020C,2/19/2020,2020,2,EV+2,AF,0.985753532
JZ,020C,2/19/2020,2020,2,EV+2,MF,0.822498514
JZ,020C,2/19/2020,2020,2,EV-2,AF,0.189979045
JZ,020C,2/19/2020,2020,2,EV-2,MF,0.099572899
JZ,020C,2/19/2020,2020,2,EV0,AF,0.679061575
JZ,020C,2/19/2020,2020,2,EV0,MF,0.375285064
JZ,021A,2/19/2020,2020,2,EV+2,AF,1.011119494
JZ,021A,2/19/2020,2020,2,EV+2,MF,0.977237782
JZ,021A,2/19/2020,2020,2,EV-2,MF,0.081252143
JZ,021A,2/19/2020,2020,2,EV0,AF,0.832795772
JZ,021A,2/19/2020,2020,2,EV0,MF,0.474289062
JZ,021B,2/19/2020,2020,2,EV+2,MF,0.973432919
JZ,021B,2/19/2020,2020,2,EV-2,AF,0.125424567
JZ,021B,2/19/2020,2020,2,EV-2,MF,0.146623803
JZ,021B,2/19/2020,2020,2,EV0,MF,0.645101854
JZ,021C,2/19/2020,2020,2,EV+2,AF,0.963674123
JZ,021C,2/19/2020,2020,2,EV+2,MF,0.879998614
JZ,021C,2/19/2020,2020,2,EV-2,AF,0.354693365
JZ,021C,2/19/2020,2020,2,EV0,AF,0.734234923
JZ,022A,2/19/2020,2020,2,EV+2,AF,0.973979723
JZ,022A,2/19/2020,2020,2,EV-2,AF,0.170440003
JZ,022A,2/19/2020,2020,2,EV-2,MF,0.115111903
JZ,022A,2/19/2020,2020,2,EV0,MF,0.459430533
JZ,022B,2/19/2020,2020,2,EV+2,AF,0.982566267
JZ,022B,2/19/2020,2020,2,EV+2,MF,0.914989042
JZ,026C,2/19/2020,2020,2,EV+2,AF,0.969443252
JZ,026C,2/19/2020,2020,2,EV+2,MF,0.959214526
JZ,026C,2/19/2020,2020,2,EV-2,AF,0.148876653
JZ,026C,2/19/2020,2020,2,EV-2,MF,0.174564604
JZ,026C,2/19/2020,2020,2,EV0,AF,0.663987039
JZ,026C,2/19/2020,2020,2,EV0,MF,0.510076256
JZ,027A,2/19/2020,2020,2,EV+2,AF,0.940273126
JZ,027A,2/19/2020,2020,2,EV+2,MF,0.939782495
JZ,027A,2/19/2020,2020,2,EV-2,AF,0.074348186
JZ,027A,2/19/2020,2020,2,EV0,AF,0.332086859
JZ,027B,2/19/2020,2020,2,EV+2,AF,0.964594559
JZ,027B,2/19/2020,2020,2,EV0,MF,0.604954986
JZ,027C,2/19/2020,2020,2,EV+2,MF,0.90525594
JZ,028A,2/19/2020,2020,2,EV+2,MF,0.917357419
JZ,028A,2/19/2020,2020,2,EV0,MF,0.685240764
JZ,028B,2/19/2020,2020,2,EV+2,MF,0.870410714
JZ,028B,2/19/2020,2020,2,EV0,AF,0.294039138
JZ,028B,2/19/2020,2020,2,EV0,MF,0.487256735
JZ,028C,2/19/2020,2020,2,EV+2,AF,0.930679571
JZ,028C,2/19/2020,2020,2,EV+2,MF,0.804874544
JZ,028C,2/19/2020,2020,2,EV-2,AF,0.203592272
JZ,028C,2/19/2020,2020,2,EV-2,MF,0.188640653
JZ,029A,2/19/2020,2020,2,EV+2,AF,0.841203262
JZ,029A,2/19/2020,2020,2,EV-2,AF,0.107346023
JZ,029A,2/19/2020,2020,2,EV-2,MF,0.17788221
JZ,029A,2/19/2020,2020,2,EV0,AF,0.589826932
JZ,029A,2/19/2020,2020,2,EV0,MF,0.6770211
JZ,029B,2/19/2020,2020,2,EV+2,AF,0.887919141
JZ,029B,2/19/2020,2020,2,EV-2,AF,0.044304653
JZ,029B,2/19/2020,2020,2,EV0,AF,0.243376888
JZ,029B,2/19/2020,2020,2,EV0,MF,0.266478532
JZ,029C,2/19/2020,2020,2,EV+2,AF,0.936081459
JZ,029C,2/19/2020,2020,2,EV-2,MF,0.103166587
JZ,029C,2/19/2020,2020,2,EV0,AF,0.415344086
JZ,029C,2/19/2020,2020,2,EV0,MF,0.383586273
JZ,030A,3/2/2020,2020,3,EV+2,AF,0.952314957
JZ,030A,3/2/2020,2020,3,EV0,AF,0.74000646
JZ,030A,3/2/2020,2020,3,EV0,MF,0.71455185
JZ,030B,3/2/2020,2020,3,EV+2,MF,0.906383132
JZ,030B,3/2/2020,2020,3,EV-2,AF,0.466117685
JZ,030B,3/2/2020,2020,3,EV0,AF,0.700895058
JZ,030B,3/2/2020,2020,3,EV0,MF,0.69056002
JZ,030C,3/2/2020,2020,3,EV+2,AF,0.960916319
JZ,030C,3/2/2020,2020,3,EV-2,MF,0.114843086
JZ,030C,3/2/2020,2020,3,EV0,MF,0.636018013
JZ,031A,3/2/2020,2020,3,EV+2,AF,0.934769292
JZ,031A,3/2/2020,2020,3,EV+2,MF,0.932663101
JZ,031A,3/2/2020,2020,3,EV-2,AF,0.172694319
JZ,031A,3/2/2020,2020,3,EV-2,MF,0.176314845
JZ,031A,3/2/2020,2020,3,EV0,AF,0.654965721
JZ,031A,3/2/2020,2020,3,EV0,MF,0.649409582
JZ,031B,3/2/2020,2020,3,EV+2,AF,0.927111723
JZ,031B,3/2/2020,2020,3,EV+2,MF,0.933515742
JZ,031B,3/2/2020,2020,3,EV-2,AF,0.10943938
JZ,031B,3/2/2020,2020,3,EV-2,MF,0.138874033
JZ,031B,3/2/2020,2020,3,EV0,MF,0.615713498
JZ,031C,3/2/2020,2020,3,EV+2,MF,0.959233413
JZ,031C,3/2/2020,2020,3,EV-2,AF,0.171285429
JZ,031C,3/2/2020,2020,3,EV-2,MF,0.091807617
JZ,031C,3/2/2020,2020,3,EV0,AF,0.854266547
JZ,031C,3/2/2020,2020,3,EV0,MF,0.389525787
JZ,032A,3/2/2020,2020,3,EV+2,AF,0.930946723
JZ,032A,3/2/2020,2020,3,EV+2,MF,0.92537683
JZ,032A,3/2/2020,2020,3,EV0,AF,0.656095049
JZ,032A,3/2/2020,2020,3,EV0,MF,0.655507722
