Plot,Subplot,Date,Exposure,Focus,Openness
JZ,053B,2009,EV-2,,0.068981105
JZ,053B,2009,EV-4,,0.041161814
JZ,053B,2009,EV0,,0.121570074
JZ,053C,2009,EV-2,,0.084341467
JZ,053C,2009,EV-4,,0.04278824
JZ,053C,2009,EV0,,0.199360888
JZ,054A,2009,EV-2,,0.074703376
JZ,054A,2009,EV-4,,0.033806167
JZ,054A,2009,EV0,,0.140156954
JZ,054B,2009,EV-2,,0.095698392
JZ,054B,2009,EV-4,,0.037900543
JZ,054B,2009,EV0,,0.196092266
JZ,054C,2009,EV-2,,0.056108129
JZ,054C,2009,EV-4,,0.024909227
JZ,054C,2009,EV0,,0.117252221
JZ,055A,2009,EV-2,,0.049585116
JZ,055A,2009,EV-4,,0.023614175
JZ,055A,2009,EV0,,0.110659202
JZ,055B,2009,EV-2,,0.047552983
JZ,055B,2009,EV-4,,0.022652901
JZ,055B,2009,EV0,,0.100912745
JZ,055C,2009,EV-2,,0.179438664
JZ,055C,2009,EV-4,,0.087995588
JZ,055C,2009,EV0,,0.336605775
JZ,056A,2009,EV-2,,0.071062123
JZ,056A,2009,EV-4,,0.030827014
JZ,056A,2009,EV0,,0.153871783
JZ,056B,2009,EV-2,,0.07312748
JZ,056B,2009,EV-4,,0.026911879
JZ,056B,2009,EV0,,0.164642068
JZ,056C,2009,EV-2,,0.076391067
JZ,056C,2009,EV-4,,0.033100319
JZ,056C,2009,EV0,,0.163969738
JZ,057A,2009,EV-2,,0.127433701
JZ,057A,2009,EV-4,,0.091162607
JZ,057A,2009,EV0,,0.2126317
JZ,057B,2009,EV-2,,0.058501395
JZ,057B,2009,EV-4,,0.031093922
JZ,057B,2009,EV0,,0.105590567
JZ,057C,2009,EV-2,,0.118551983
JZ,057C,2009,EV-4,,0.050645109
JZ,057C,2009,EV0,,0.201536268
JZ,058A,2009,EV-2,,0.070758826
JZ,058A,2009,EV-4,,0.028734877
JZ,058A,2009,EV0,,0.128007355
JZ,058B,2009,EV-2,,0.079073777
JZ,058B,2009,EV-4,,0.034203651
JZ,058B,2009,EV0,,0.141249102
JZ,058C,2009,EV-2,,0.092922832
JZ,058C,2009,EV-4,,0.042571773
JZ,058C,2009,EV0,,0.172320554
JZ,059A,2009,EV-2,,0.152171118
JZ,059A,2009,EV-4,,0.065336238
JZ,059A,2009,EV0,,0.295544601
JZ,059B,2009,EV-2,,0.098072458
JZ,059B,2009,EV-4,,0.041302617
JZ,059B,2009,EV0,,0.172320213
JZ,059C,2009,EV-2,,0.109077742
JZ,059C,2009,EV-4,,0.041483233
JZ,059C,2009,EV0,,0.188475543
JZ,060A,2009,EV-2,,0.078639947
JZ,060A,2009,EV-4,,0.029393613
JZ,060A,2009,EV0,,0.139013411
JZ,060B,2009,EV-2,,0.093053319
JZ,060B,2009,EV-4,,0.043972193
JZ,060B,2009,EV0,,0.170185877
JZ,060C,2009,EV-2,,0.07927534
JZ,060C,2009,EV-4,,0.03534813
JZ,060C,2009,EV0,,0.160083185
JZ,061A,2009,EV-2,,0.046219469
JZ,061A,2009,EV-4,,0.023339181
JZ,061A,2009,EV0,,0.123416173
JZ,061B,2009,EV-2,,0.073845866
JZ,061B,2009,EV-4,,0.028482313
JZ,061B,2009,EV0,,0.150576135
JZ,061C,2009,EV-2,,0.072798823
JZ,061C,2009,EV-4,,0.02845556
JZ,061C,2009,EV0,,0.15689866
JZ,062A,2009,EV-2,,0.164737561
JZ,062A,2009,EV-4,,0.085433265
JZ,062A,2009,EV0,,0.268912322
JZ,062B,2009,EV-2,,0.07422029
JZ,062B,2009,EV-4,,0.028794789
JZ,062B,2009,EV0,,0.154492478
JZ,062C,2009,EV-2,,0.124212186
JZ,062C,2009,EV-4,,0.043921257
JZ,062C,2009,EV0,,0.270074498
JZ,063A,2009,EV-2,,0.073838074
JZ,063A,2009,EV-4,,0.035279668
JZ,063A,2009,EV0,,0.143589008
JZ,063B,2009,EV-2,,0.054926579
JZ,063B,2009,EV-4,,0.026827167
JZ,063B,2009,EV0,,0.123404477
JZ,063C,2009,EV-2,,0.053046192
JZ,063C,2009,EV-4,,0.025149075
JZ,063C,2009,EV0,,0.121411271
JZ,064A,2009,EV-2,,0.125223401
JZ,064A,2009,EV-4,,0.050922681
JZ,064A,2009,EV0,,0.231302695
JZ,064B,2009,EV-2,,0.08270621
JZ,064B,2009,EV-4,,0.038150291
JZ,064B,2009,EV0,,0.082178508
JZ,064C,2009,EV-2,,0.036849607
JZ,064C,2009,EV-4,,0.194217554
JZ,064C,2009,EV0,,0.117913681
JZ,065A,2009,EV-2,,0.04830717
JZ,065A,2009,EV-4,,0.254276319
JZ,065A,2009,EV0,,0.099278593
JZ,065B,2009,EV-2,,0.040283096
JZ,065B,2009,EV-4,,0.211841958
JZ,065B,2009,EV0,,0.109025757
JZ,065C,2009,EV-2,,0.044717355
JZ,065C,2009,EV-4,,0.25414122
JZ,065C,2009,EV0,,0.127213222
JZ,066A,2009,EV-2,,0.076743345
JZ,066A,2009,EV-4,,0.245880175
JZ,066A,2009,EV0,,0.116315604
JZ,066B,2009,EV-2,,0.044767195
JZ,066B,2009,EV-4,,0.169424064
JZ,066B,2009,EV0,,0.104311887
JZ,066C,2009,EV-2,,0.052220406
JZ,066C,2009,EV-4,,0.214373762
JZ,066C,2009,EV0,,0.132071261
JZ,067A,2009,EV-2,,0.060078451
JZ,067A,2009,EV-4,,0.274313682
JZ,067A,2009,EV0,,0.163533243
JZ,067B,2009,EV-2,,0.084820964
JZ,067B,2009,EV-4,,0.271653455
JZ,067B,2009,EV0,,0.078188859
JZ,067C,2009,EV-2,,0.039898575
JZ,067C,2009,EV-4,,0.178347647
JZ,067C,2009,EV0,,0.166497324
JZ,068A,2009,EV-2,,0.071319389
JZ,068A,2009,EV-4,,0.310060774
JZ,068A,2009,EV0,,0.14814573
JZ,068B,2009,EV-2,,0.074873305
JZ,068B,2009,EV-4,,0.283763345
JZ,068B,2009,EV0,,0.132958886
JZ,068C,2009,EV-2,,0.057647991
JZ,068C,2009,EV-4,,0.24036541
JZ,069A,2009,EV-2,,0.06248315
JZ,069A,2009,EV-4,,0.031663597
JZ,069A,2009,EV0,,0.14539196
JZ,069B,2009,EV-2,,0.043158174
JZ,069B,2009,EV-4,,0.019608961
JZ,069B,2009,EV0,,0.107853093
JZ,069C,2009,EV-2,,0.103103003
JZ,069C,2009,EV-4,,0.068141323
JZ,069C,2009,EV0,,0.173631669
JZ,070A,2009,EV-2,,0.047371421
JZ,070A,2009,EV-4,,0.025294142
JZ,070A,2009,EV0,,0.107252581
JZ,070B,2009,EV-2,,0.045053196
JZ,070B,2009,EV-4,,0.021877001
JZ,070B,2009,EV0,,0.109888118
JZ,070C,2009,EV-2,,0.057326279
JZ,070C,2009,EV-4,,0.033764006
JZ,070C,2009,EV0,,0.101297081
JZ,071A,2009,EV-2,,0.137250049
JZ,071A,2009,EV-4,,0.084246332
JZ,071A,2009,EV0,,0.227317172
JZ,071B,2009,EV-2,,0.066213637
JZ,071B,2009,EV-4,,0.038645548
JZ,071B,2009,EV0,,0.124738894
JZ,071C,2009,EV-2,,0.068611102
JZ,071C,2009,EV-4,,0.033995713
JZ,071C,2009,EV0,,0.131428232
JZ,072A,2009,EV-2,,0.082132046
JZ,072A,2009,EV-4,,0.049174636
JZ,072A,2009,EV0,,0.155310667
JZ,072B,2009,EV-2,,0.061675071
JZ,072B,2009,EV-4,,0.031730622
JZ,072B,2009,EV0,,0.095328242
JZ,072C,2009,EV-2,,0.060449764
JZ,072C,2009,EV-4,,0.031454562
JZ,072C,2009,EV0,,0.116403294
JZ,073A,2009,EV-2,,0.105482748
JZ,073A,2009,EV-4,,0.059579387
JZ,073A,2009,EV0,,0.238266587
JZ,073B,2009,EV-2,,0.04960805
JZ,073B,2009,EV-4,,0.029314534
JZ,073B,2009,EV0,,0.090936284
JZ,073C,2009,EV-2,,0.065562446
JZ,073C,2009,EV-4,,0.035683817
JZ,073C,2009,EV0,,0.129344412
