Plot,Treatment,Subplot,Date,Year,Month,Exposure,Focus,Openness
CTE,A3,1,11/8/2017,2017,11,EV0,M,0.767920973
CTE,A3,1,8/17/2021,2021,8,EV-2,AF,0.069070941
CTE,A3,1,8/17/2021,2021,8,EV-4,AF,0.03225376
CTE,A3,1,8/17/2021,2021,8,EV0,AF,0.205208547
CTE,A3,4,11/8/2017,2017,11,EV-2,M,0.536625381
CTE,A3,4,11/8/2017,2017,11,EV-4,M,0.441331768
CTE,A3,4,11/8/2017,2017,11,EV0,M,0.742235518
CTE,A3,4,8/17/2021,2021,8,EV-2,AF,0.074923281
CTE,A3,4,8/17/2021,2021,8,EV-4,AF,0.049234484
CTE,A3,4,8/17/2021,2021,8,EV0,AF,0.198638707
CTE,A3,13,11/8/2017,2017,11,EV-2,AF,0.39216445
CTE,A3,13,11/8/2017,2017,11,EV-4,AF,0.337010132
CTE,A3,13,11/8/2017,2017,11,EV0,AF,0.58840492
CTE,A3,13,8/17/2021,2021,8,EV-2,AF,0.052959097
CTE,A3,13,8/17/2021,2021,8,EV-4,AF,0.028483767
CTE,A3,13,8/17/2021,2021,8,EV0,AF,0.177231498
CTE,A3,16,11/8/2017,2017,11,EV-2,M,0.498244128
CTE,A3,16,11/8/2017,2017,11,EV-4,M,0.431555722
CTE,A3,16,11/8/2017,2017,11,EV0,M,0.690219456
CTE,A3,16,8/17/2021,2021,8,EV-2,AF,0.073976409
CTE,A3,16,8/17/2021,2021,8,EV-4,AF,0.030960287
CTE,A3,16,8/17/2021,2021,8,EV0,AF,0.210283716
CTE,A3,m,11/8/2017,2017,11,EV-2,M,0.548757995
CTE,A3,m,11/8/2017,2017,11,EV-4,M,0.458993175
CTE,A3,m,11/8/2017,2017,11,EV0,M,0.85816
CTE,A3,m,8/17/2021,2021,8,EV-2,AF,0.101156224
CTE,A3,m,8/17/2021,2021,8,EV-4,AF,0.057086651
CTE,A3,m,8/17/2021,2021,8,EV0,AF,0.206281517
CTE,A3,s1,11/8/2017,2017,11,EV-2,M,0.540896665
CTE,A3,s1,11/8/2017,2017,11,EV-4,M,0.468170071
CTE,A3,s1,11/8/2017,2017,11,EV0,M,0.748908704
CTE,A3,s1,8/17/2021,2021,8,EV-2,AF,0.157815432
CTE,A3,s1,8/17/2021,2021,8,EV-4,AF,0.111657756
CTE,A3,s1,8/17/2021,2021,8,EV0,AF,0.231878207
CTE,A3,s2,11/8/2017,2017,11,EV-2,AF,0.441385108
CTE,A3,s2,11/8/2017,2017,11,EV-4,AF,0.368536193
CTE,A3,s2,11/8/2017,2017,11,EV0,AF,0.591543821
CTE,A3,s2,8/17/2021,2021,8,EV-2,AF,0.05086124
CTE,A3,s2,8/17/2021,2021,8,EV-4,AF,0.029078907
CTE,A3,s2,8/17/2021,2021,8,EV0,AF,0.111663061
CTE,A3,s3,11/8/2017,2017,11,EV-2,M,0.412069708
CTE,A3,s3,11/8/2017,2017,11,EV-4,M,0.355478471
CTE,A3,s3,11/8/2017,2017,11,EV0,M,0.70165433
CTE,A3,s3,8/17/2021,2021,8,EV-2,AF,0.066153804
CTE,A3,s3,8/17/2021,2021,8,EV-4,AF,0.044796905
CTE,A3,s3,8/17/2021,2021,8,EV0,AF,0.111593086
CTE,A3,s4,11/8/2017,2017,11,EV-2,M,0.442929829
CTE,A3,s4,11/8/2017,2017,11,EV-4,M,0.355482668
CTE,A3,s4,11/8/2017,2017,11,EV0,M,0.666716792
CTE,A3,s4,8/17/2021,2021,8,EV-2,AF,0.08156845
CTE,A3,s4,8/17/2021,2021,8,EV-4,AF,0.044545319
CTE,A3,s4,8/17/2021,2021,8,EV0,AF,0.15322749
CTE,A3,s5,11/8/2017,2017,11,EV-2,M,0.406348856
CTE,A3,s5,11/8/2017,2017,11,EV-4,M,0.347230074
CTE,A3,s5,11/8/2017,2017,11,EV0,M,0.748296984
CTE,A3,s5,8/17/2021,2021,8,EV-2,AF,0.059532716
CTE,A3,s5,8/17/2021,2021,8,EV-4,AF,0.03337546
CTE,A3,s5,8/17/2021,2021,8,EV0,AF,0.175619869
CTE,A4,1,11/13/2017,2017,11,EV-2,AF,0.566265233
CTE,A4,1,11/13/2017,2017,11,EV-4,AF,0.490229311
CTE,A4,1,11/13/2017,2017,11,EV0,AF,0.715817396
CTE,A4,1,8/17/2021,2021,8,EV-2,AF,0.137934431
CTE,A4,1,8/17/2021,2021,8,EV-4,AF,0.088359142
CTE,A4,1,8/17/2021,2021,8,EV0,AF,0.243105344
CTE,A4,4,11/13/2017,2017,11,EV-2,AF,0.507918866
CTE,A4,4,11/13/2017,2017,11,EV-4,AF,0.460892393
CTE,A4,4,11/13/2017,2017,11,EV0,AF,0.608330977
CTE,A4,4,8/17/2021,2021,8,EV-2,AF,0.069083215
CTE,A4,4,8/17/2021,2021,8,EV-4,AF,0.036960093
CTE,A4,4,8/17/2021,2021,8,EV0,AF,0.164024252
CTE,A4,13,11/13/2017,2017,11,EV-2,AF,0.71884077
CTE,A4,13,11/13/2017,2017,11,EV-4,AF,0.684924232
CTE,A4,13,11/13/2017,2017,11,EV0,AF,0.817774321
CTE,A4,13,8/17/2021,2021,8,EV-2,AF,0.101238639
CTE,A4,13,8/17/2021,2021,8,EV-4,AF,0.050238541
CTE,A4,13,8/17/2021,2021,8,EV0,AF,0.275113272
CTE,A4,16,11/13/2017,2017,11,EV-2,AF,0.658963016
CTE,A4,16,11/13/2017,2017,11,EV-4,AF,0.612224108
CTE,A4,16,11/13/2017,2017,11,EV0,AF,0.791228086
CTE,A4,16,8/17/2021,2021,8,EV-2,AF,0.093180319
CTE,A4,16,8/17/2021,2021,8,EV-4,AF,0.047200395
CTE,A4,16,8/17/2021,2021,8,EV0,AF,0.252567338
CTE,A4,m,11/13/2017,2017,11,EV0,M,0.698512086
CTE,A4,m,11/13/2017,2017,11,EV-2,M,0.51646691
CTE,A4,m,11/13/2017,2017,11,EV-4,M,0.44260669
CTE,A4,m,8/17/2021,2021,8,EV-2,AF,0.075890777
CTE,A4,m,8/17/2021,2021,8,EV-4,AF,0.044598467
CTE,A4,m,8/17/2021,2021,8,EV0,AF,0.145841108
CTE,A4,s1,11/13/2017,2017,11,EV-2,AF,0.580898808
CTE,A4,s1,11/13/2017,2017,11,EV-4,AF,0.51857393
CTE,A4,s1,11/13/2017,2017,11,EV0,AF,0.717053248
CTE,A4,s1,8/17/2021,2021,8,EV-2,AF,0.084504106
CTE,A4,s1,8/17/2021,2021,8,EV-4,AF,0.053171126
CTE,A4,s1,8/17/2021,2021,8,EV0,AF,0.181876343
CTE,A4,s2,11/13/2017,2017,11,EV-2,AF,0.386956612
CTE,A4,s2,11/13/2017,2017,11,EV-4,AF,0.315591215
CTE,A4,s2,11/13/2017,2017,11,EV0,AF,0.500966936
CTE,A4,s2,8/17/2021,2021,8,EV-2,AF,0.082964815
CTE,A4,s2,8/17/2021,2021,8,EV-4,AF,0.055702193
CTE,A4,s2,8/17/2021,2021,8,EV0,AF,0.145808886
CTE,A4,s3,11/13/2017,2017,11,EV-2,AF,0.585462017
CTE,A4,s3,11/13/2017,2017,11,EV-4,AF,0.527068453
CTE,A4,s3,11/13/2017,2017,11,EV0,AF,0.767820747
CTE,A4,s3,8/17/2021,2021,8,EV-2,M,0.081177307
CTE,A4,s3,8/17/2021,2021,8,EV-4,M,0.038992035
CTE,A4,s3,8/17/2021,2021,8,EV0,M,0.189782973
CTE,A4,s4,11/13/2017,2017,11,EV-2,AF,0.542964045
CTE,A4,s4,11/13/2017,2017,11,EV-4,AF,0.492069671
CTE,A4,s4,11/13/2017,2017,11,EV0,AF,0.679059864
CTE,A4,s4,8/17/2021,2021,8,EV-2,AF,0.102797114
CTE,A4,s4,8/17/2021,2021,8,EV-4,AF,0.061199755
CTE,A4,s4,8/17/2021,2021,8,EV0,AF,0.207534597
CTE,A4,s5,11/13/2017,2017,11,EV-2,AF,0.628359161
CTE,A4,s5,11/13/2017,2017,11,EV-4,AF,0.584906993
CTE,A4,s5,11/13/2017,2017,11,EV0,AF,0.74369544
CTE,A4,s5,8/17/2021,2021,8,EV-2,AF,0.072173505
CTE,A4,s5,8/17/2021,2021,8,EV-4,AF,0.023733989
CTE,A4,s5,8/17/2021,2021,8,EV0,AF,0.261675525
CTE,B1,1,10/24/2017,2017,10,EV-2,AF,0.680798923
CTE,B1,1,10/24/2017,2017,10,EV-4,AF,0.616115001
CTE,B1,1,10/24/2017,2017,10,EV0,AF,0.828793388
CTE,B1,1,8/3/2021,2021,8,EV-2,AF,0.072682396
CTE,B1,1,8/3/2021,2021,8,EV-4,AF,0.030810776
CTE,B1,1,8/3/2021,2021,8,EV0,AF,0.177067754
CTE,B1,4,10/24/2017,2017,10,EV-2,AF,0.481728381
CTE,B1,4,10/24/2017,2017,10,EV-4,AF,0.383136925
CTE,B1,4,10/24/2017,2017,10,EV0,AF,0.642814659
CTE,B1,4,8/3/2021,2021,8,EV-2,M,0.0888746
CTE,B1,4,8/3/2021,2021,8,EV-4,M,0.048959792
CTE,B1,4,8/3/2021,2021,8,EV0,M,0.213799823
CTE,B1,13,10/24/2017,2017,10,EV-2,AF,0.472477074
CTE,B1,13,10/24/2017,2017,10,EV-4,AF,0.410806434
CTE,B1,13,10/24/2017,2017,10,EV0,AF,0.654638813
CTE,B1,13,8/3/2021,2021,8,EV-2,AF,0.072346257
CTE,B1,13,8/3/2021,2021,8,EV-4,AF,0.044143562
CTE,B1,13,8/3/2021,2021,8,EV0,AF,0.169017685
CTE,B1,16,10/24/2017,2017,10,EV-2,AF,0.632011203
CTE,B1,16,10/24/2017,2017,10,EV-4,AF,0.564789314
CTE,B1,16,10/24/2017,2017,10,EV0,AF,0.802332014
CTE,B1,16,8/3/2021,2021,8,EV-2,AF,0.094124069
CTE,B1,16,8/3/2021,2021,8,EV-4,AF,0.048828724
CTE,B1,16,8/3/2021,2021,8,EV0,AF,0.18293941
CTE,B1,m,11/28/2017,2017,11,EV-2,AF,0.434952193
CTE,B1,m,11/28/2017,2017,11,EV-4,AF,0.376841989
CTE,B1,m,11/28/2017,2017,11,EV0,AF,0.555659169
CTE,B1,m,8/3/2021,2021,8,EV-2,AF,0.097740784
CTE,B1,m,8/3/2021,2021,8,EV-4,AF,0.058977258
CTE,B1,m,8/3/2021,2021,8,EV0,AF,0.207590378
CTE,B1,s1,11/28/2017,2017,11,EV-2,AF,0.308747595
CTE,B1,s1,11/28/2017,2017,11,EV-4,AF,0.243092299
CTE,B1,s1,11/28/2017,2017,11,EV0,AF,0.435152177
CTE,B1,s1,8/3/2021,2021,8,EV-2,AF,0.075124276
CTE,B1,s1,8/3/2021,2021,8,EV-4,AF,0.034858409
CTE,B1,s1,8/3/2021,2021,8,EV0,AF,0.250062828
CTE,B1,s2,10/24/2017,2017,10,EV-2,AF,0.624361548
CTE,B1,s2,10/24/2017,2017,10,EV-4,AF,0.559338302
CTE,B1,s2,10/24/2017,2017,10,EV0,AF,0.767055668
CTE,B1,s2,8/3/2021,2021,8,EV-2,AF,0.072896729
CTE,B1,s2,8/3/2021,2021,8,EV-4,AF,0.036656573
CTE,B1,s2,8/3/2021,2021,8,EV0,AF,0.202664928
CTE,B1,s3,10/24/2017,2017,10,EV-2,AF,0.428457315
CTE,B1,s3,10/24/2017,2017,10,EV-4,AF,0.341877006
CTE,B1,s3,10/24/2017,2017,10,EV0,AF,0.584952167
CTE,B1,s3,8/3/2021,2021,8,EV-2,AF,0.068323734
CTE,B1,s3,8/3/2021,2021,8,EV-4,AF,0.035936545
CTE,B1,s3,8/3/2021,2021,8,EV0,AF,0.183992164
CTE,B1,s4,10/24/2017,2017,10,EV-2,AF,0.657454011
CTE,B1,s4,10/24/2017,2017,10,EV-4,AF,0.580008852
CTE,B1,s4,10/24/2017,2017,10,EV0,AF,0.802601062
CTE,B1,s4,8/3/2021,2021,8,EV-2,AF,0.084771918
CTE,B1,s4,8/3/2021,2021,8,EV-4,AF,0.051375417
CTE,B1,s4,8/3/2021,2021,8,EV0,AF,0.17007284
CTE,B1,s5,10/24/2017,2017,10,EV-2,AF,0.673326296
CTE,B1,s5,10/24/2017,2017,10,EV-4,AF,0.624029072
CTE,B1,s5,10/24/2017,2017,10,EV0,AF,0.788961137
CTE,B1,s5,8/3/2021,2021,8,EV-2,AF,0.07010129
CTE,B1,s5,8/3/2021,2021,8,EV-4,AF,0.036305252
CTE,B1,s5,8/3/2021,2021,8,EV0,AF,0.189252633
CTE,B2,1,10/25/2017,2017,10,EV-2,AF,0.619609954
CTE,B2,1,10/25/2017,2017,10,EV-4,AF,0.576130128
CTE,B2,1,10/25/2017,2017,10,EV0,AF,0.734951185
CTE,B2,1,8/5/2021,2021,8,EV-2,AF,0.100486772
CTE,B2,1,8/5/2021,2021,8,EV-4,AF,0.054450751
CTE,B2,1,8/5/2021,2021,8,EV0,AF,0.190241675
CTE,B2,4,10/25/2017,2017,10,EV-2,M,0.394401122
CTE,B2,4,10/25/2017,2017,10,EV-4,M,0.303031847
CTE,B2,4,10/25/2017,2017,10,EV0,M,0.613420822
CTE,B2,4,8/5/2021,2021,8,EV-2,AF,0.090483247
CTE,B2,4,8/5/2021,2021,8,EV-4,AF,0.050300387
CTE,B2,4,8/5/2021,2021,8,EV0,AF,0.214292024
CTE,B2,13,10/25/2017,2017,10,EV-2,AF,0.366304907
CTE,B2,13,10/25/2017,2017,10,EV-4,AF,0.313230692
CTE,B2,13,10/25/2017,2017,10,EV0,AF,0.519581408
CTE,B2,13,8/5/2021,2021,8,EV-2,M,0.119722098
CTE,B2,13,8/5/2021,2021,8,EV-4,M,0.076207562
CTE,B2,13,8/5/2021,2021,8,EV0,M,0.335729564
CTE,B2,16,10/25/2017,2017,10,EV-2,AF,0.559565334
CTE,B2,16,10/25/2017,2017,10,EV-4,AF,0.46199463
CTE,B2,16,10/25/2017,2017,10,EV0,AF,0.72717662
CTE,B2,16,8/5/2021,2021,8,EV-2,M,0.091529707
CTE,B2,16,8/5/2021,2021,8,EV-4,M,0.045624621
CTE,B2,16,8/5/2021,2021,8,EV0,M,0.278214836
CTE,B2,m,11/28/2017,2017,11,EV-2,AF,0.458743318
CTE,B2,m,11/28/2017,2017,11,EV-4,AF,0.423127746
CTE,B2,m,11/28/2017,2017,11,EV0,AF,0.539406318
CTE,B2,m,8/5/2021,2021,8,EV-2,AF,0.105359029
CTE,B2,m,8/5/2021,2021,8,EV-4,AF,0.05328382
CTE,B2,m,8/5/2021,2021,8,EV0,AF,0.236297418
CTE,B2,S1,10/25/2017,2017,10,EV-2,AF,0.405200449
CTE,B2,S1,10/25/2017,2017,10,EV-4,AF,0.602156605
CTE,B2,S1,10/25/2017,2017,10,EV0,AF,0.461253924
CTE,B2,s1,8/5/2021,2021,8,EV-2,AF,0.193391114
CTE,B2,s1,8/5/2021,2021,8,EV-4,AF,0.121469457
CTE,B2,s1,8/5/2021,2021,8,EV0,AF,0.404785811
CTE,B2,S2,11/14/2017,2017,11,EV-2,AF,0.580287383
CTE,B2,S2,11/14/2017,2017,11,EV-4,AF,0.537157241
CTE,B2,S2,11/14/2017,2017,11,EV0,AF,0.709231146
CTE,B2,s2,8/5/2021,2021,8,EV-2,AF,0.217743838
CTE,B2,s2,8/5/2021,2021,8,EV-4,AF,0.099496183
CTE,B2,s2,8/5/2021,2021,8,EV0,AF,0.383767991
CTE,B2,S3,11/14/2017,2017,11,EV-2,AF,0.395888237
CTE,B2,S3,11/14/2017,2017,11,EV-4,AF,0.348334894
CTE,B2,S3,11/14/2017,2017,11,EV0,AF,0.50881027
CTE,B2,s3,8/5/2021,2021,8,EV-2,M,0.112971573
CTE,B2,s3,8/5/2021,2021,8,EV-4,M,0.057105426
CTE,B2,s3,8/5/2021,2021,8,EV0,M,0.339536223
CTE,B2,S4,10/25/2017,2017,10,EV-2,AF,0.572612794
CTE,B2,S4,10/25/2017,2017,10,EV-4,AF,0.6935957
CTE,B2,S4,10/25/2017,2017,10,EV0,AF,0.610551739
CTE,B2,s4,8/5/2021,2021,8,EV-2,AF,0.127737939
CTE,B2,s4,8/5/2021,2021,8,EV-4,AF,0.062250066
CTE,B2,s4,8/5/2021,2021,8,EV0,AF,0.336884774
CTE,B2,S5,10/25/2017,2017,10,EV-2,M,0.220907603
CTE,B2,S5,10/25/2017,2017,10,EV-4,M,0.376227682
CTE,B2,S5,10/25/2017,2017,10,EV0,M,0.263196985
CTE,B2,s5,8/5/2021,2021,8,EV-2,M,0.137150175
CTE,B2,s5,8/5/2021,2021,8,EV-4,M,0.062594357
CTE,B2,s5,8/5/2021,2021,8,EV0,M,0.411265843
CTE,B3,1,10/26/2017,2017,10,EV-2,AF,0.423186373
CTE,B3,1,10/26/2017,2017,10,EV-4,AF,0.263636186
CTE,B3,1,10/26/2017,2017,10,EV0,AF,0.213381955
CTE,B3,1,8/5/2021,2021,8,EV-2,AF,0.098515023
CTE,B3,1,8/5/2021,2021,8,EV-4,AF,0.059894203
CTE,B3,1,8/5/2021,2021,8,EV0,AF,0.332460893
CTE,B3,3,10/26/2017,2017,10,EV-2,M,0.776561162
CTE,B3,3,10/26/2017,2017,10,EV-4,M,0.487929018
CTE,B3,3,10/26/2017,2017,10,EV0,M,0.359325123
CTE,B3,4,8/6/2021,2021,8,EV-2,M,0.11604279
CTE,B3,4,8/6/2021,2021,8,EV-4,M,0.067905446
CTE,B3,4,8/6/2021,2021,8,EV0,M,0.272244654
CTE,B3,13,10/26/2017,2017,10,EV-2,AF,0.742959721
CTE,B3,13,10/26/2017,2017,10,EV-4,AF,0.533981006
CTE,B3,13,10/26/2017,2017,10,EV0,AF,0.398627205
CTE,B3,13,8/6/2021,2021,8,EV-2,AF,0.152633839
CTE,B3,13,8/6/2021,2021,8,EV-4,AF,0.08458302
CTE,B3,13,8/6/2021,2021,8,EV0,AF,0.239955506
CTE,B3,16,10/26/2017,2017,10,EV-2,M,0.516443057
CTE,B3,16,10/26/2017,2017,10,EV0,M,0.822777655
CTE,B3,16,10/26/2017,2017,10,EV-4,M,0.39589644
CTE,B3,16,8/6/2021,2021,8,EV-2,M,0.173949185
CTE,B3,16,8/6/2021,2021,8,EV-4,M,0.103298862
CTE,B3,16,8/6/2021,2021,8,EV0,M,0.372263577
CTE,B3,m,12/8/2017,2017,12,EV-2,AF,0.422965831
CTE,B3,m,12/8/2017,2017,12,EV-4,AF,0.374675628
CTE,B3,m,12/8/2017,2017,12,EV0,AF,0.517255854
CTE,B3,m,8/6/2021,2021,8,EV-2,AF,0.10831563
CTE,B3,m,8/6/2021,2021,8,EV-4,AF,0.066086887
CTE,B3,m,8/6/2021,2021,8,EV0,AF,0.170748366
CTE,B3,S1,10/26/2017,2017,10,EV-2,M,0.553957279
CTE,B3,S1,10/26/2017,2017,10,EV-4,M,0.498569301
CTE,B3,S1,10/26/2017,2017,10,EV0,M,0.701873291
CTE,B3,s1,8/5/2021,2021,8,EV-2,AF,0.095803278
CTE,B3,s1,8/5/2021,2021,8,EV-4,AF,0.030485261
CTE,B3,s1,8/5/2021,2021,8,EV0,AF,0.257625688
CTE,B3,S2,10/26/2017,2017,10,EV-2,AF,0.4994498
CTE,B3,S2,10/26/2017,2017,10,EV-4,AF,0.405357961
CTE,B3,S2,10/26/2017,2017,10,EV0,AF,0.669216471
